Date,AAPL_Return,GOOGL_Return
2015-01-05,-0.028576151448209103,-0.019237872021476827
2015-01-06,9.417154406777285e-05,-0.02498900508325179
2015-01-07,0.013924942489505751,-0.002945307369894505
2015-01-08,0.03770252877676104,0.003478147925941456
2015-01-09,0.0010718054712050779,-0.012286559714205112
2015-01-12,-0.024949120180872586,-0.007336151859441478
2015-01-13,0.008839540681427269,0.009490811927614194
2015-01-14,-0.0038180223833245196,0.0081966612022762
2015-01-15,-0.027515382893818337,-0.0038021985008406343
2015-01-16,-0.007800180969287158,0.012716219543923532
2015-01-20,0.02543072188611182,-0.0010192362455987505
2015-01-21,0.007605451972045571,0.02028538327122863
2015-01-22,0.02568271418521834,0.031978121296169296
2015-01-23,0.005146868441778362,0.00861722272690095
2015-01-26,0.0010615464644021123,-0.009697276723241503
2015-01-27,-0.035640782577522526,-0.029361919508751732
2015-01-28,0.0549926827250045,-0.016950432018198302
2015-01-29,0.03065868129566562,0.001559991242824023
2015-01-30,-0.014742116090472494,0.04629756576369814
2015-02-02,0.012468464311004802,-0.010002368999884444
2015-02-03,0.00016882622379666933,0.002064785356622071
2015-02-04,0.007640337271503553,-0.013592837257946203
2015-02-05,0.007112049937615706,0.007064930757780952
2015-02-06,-0.008456397220888824,0.007614811167127597
2015-02-09,0.006620488314189331,-0.008653468565405862
2015-02-10,0.01902939252323168,0.02034768759907124
2015-02-11,0.02316832717469833,-0.004006712499235912
2015-02-12,0.012572568072379255,0.01477871393956473
2015-02-13,0.004890987789371382,0.009387872530082431
2015-02-17,0.005884244781014796,-0.011221043436110004
2015-02-18,0.0069383575288760775,-0.0043395549751135505
2015-02-19,-0.002099661738432295,0.006978215604561777
2015-02-20,0.00814093098010856,-0.008545886219610397
2015-02-23,0.026668245346622856,-0.012630202219634314
2015-02-24,-0.0062598939913856575,0.006799384922709463
2015-02-25,-0.025905963081912012,0.015985949220541626
2015-02-26,0.012576744706324593,0.021616111514267147
2015-02-27,-0.015142274215027294,0.005954131148890735
2015-03-02,0.0048920349567368815,0.021782538417888672
2015-03-03,0.002089527628089836,0.006534891867168078
2015-03-04,-0.006359130160707849,-0.0007950611364069745
2015-03-05,-0.0167096511763338,0.005345948543614311
2015-03-06,0.0015020035610231557,-0.01477948135194032
2015-03-09,0.004256363698182837,0.0020924426092636993
2015-03-10,-0.020902363417747344,-0.025134656195943378
2015-03-11,-0.01839999444042763,-0.0074583049239874
2015-03-12,0.017917802893875755,0.009813279531386922
2015-03-13,-0.006934758267389127,-0.01466591798647007
2015-03-16,0.010944248547823306,0.015503093543660104
2015-03-17,0.016588409000293836,-0.0072011888933696325
2015-03-18,0.011193157912120276,0.015216885466862716
2015-03-19,-0.007578891036817027,-0.0044077994380172635
2015-03-20,-0.012628366725350561,0.0022682732232095592
2015-03-23,0.010350831700901949,0.0007431754754241527
2015-03-24,-0.00409558438631221,0.021297369989044503
2015-03-25,-0.02647424515336982,-0.018418393353353775
2015-03-26,0.006946175829930381,-0.005943670463453221
2015-03-27,-0.008000356012001872,-0.01086342264605084
2015-03-30,0.024999458620060783,0.0064181810479838905
2015-03-31,-0.015471022382368244,-0.011543039115232318
2015-04-01,-0.0014475858568674487,-0.009436840417548473
2015-04-02,0.008574788442559707,-0.014998414056895315
2015-04-06,0.016068756399271567,0.004865152271716473
2015-04-07,-0.010578003460935405,0.001671578457629165
2015-04-08,-0.003259076936877649,0.007278018019952655
2015-04-09,0.007614486904640718,-0.001495140652973077
2015-04-10,0.004257503489454274,0.0009484466813032974
2015-04-13,-0.001968891858767998,0.00018221795917397257
2015-04-14,-0.004345228995254566,-0.01628073767563101
2015-04-15,0.0037931873008421706,0.0023314945815861364
2015-04-16,-0.00482305044348976,0.004573335420382459
2015-04-17,-0.01131826508988462,-0.02003303190662168
2015-04-20,0.022588575087499695,0.0218895954563838
2015-04-21,-0.005422147106822409,-0.002961173221407669
2015-04-22,0.013384110609902576,0.011464325785297711
2015-04-23,0.00813034625717264,0.014964396391387245
2015-04-24,0.004693107776325967,0.028646231053628395
2015-04-27,0.018028126911925055,-0.013230810752156161
2015-04-28,-0.015881258160973917,-0.003096010770531067
2015-04-29,-0.014815154129189257,-0.005294199569860437
2015-04-30,-0.027504711713408344,-0.02273639947431209
2015-05-01,0.029911553884527677,0.00434571664771157
2015-05-04,-0.0019403524894855393,0.0030435055019180346
2015-05-05,-0.022790549415768517,-0.017885664661261895
2015-05-06,-0.006299845512091894,-0.014766802964418941
2015-05-07,0.006166364557405777,0.012923596855846691
2015-05-08,0.01866545455036102,0.012667591316973304
2015-05-11,-0.01023891396801554,-0.0057915217092189665
2015-05-12,-0.0035685598485448696,-0.01300136573514517
2015-05-13,0.0011115868802552325,0.0014097206782486991
2015-05-14,0.023063352067058708,0.017838448884143362
2015-05-15,-0.0013968071474745132,-0.004946664917021654
2015-05-18,0.010967349895964595,0.0003292405733085508
2015-05-19,-0.0009223342584620027,0.004763068063214304
2015-05-20,-7.683420832743973e-05,0.005863159867167055
2015-05-21,0.010174015760737624,0.007752566074054665
2015-05-22,0.008714443866742144,-0.004121170772246296
2015-05-26,-0.022277122298090472,-0.013306765366699386
2015-05-27,0.018497578090342203,0.01281968456156596
2015-05-28,-0.001971361138631889,-0.00012628564474060394
2015-05-29,-0.011447649944196768,-0.016116734541581194
2015-06-01,0.001993840184226599,0.007108117451741257
2015-06-02,-0.004452738689516248,0.00859347725747205
2015-06-03,0.0012300416172368765,0.002416128418713327
2015-06-04,-0.005857781500546497,-0.006504219377243564
2015-06-05,-0.00550389150607619,-0.00392294925656141
2015-06-08,-0.0066287623729883146,-0.011070426402617281
2015-06-09,-0.0029777382944030486,-0.0024317917815285684
2015-06-10,0.011392784646244802,0.01907331360812049
2015-06-11,-0.0022529315018449884,-0.004643371475726818
2015-06-12,-0.01110411142250167,-0.004683375914884527
2015-06-15,-0.0019677221164597592,-0.008198359037136808
2015-06-16,0.005343575819901949,0.003437936911071107
2015-06-17,-0.002353923152568089,0.0031700306736047873
2015-06-18,0.004545770520921264,0.01737470866999146
2015-06-19,-0.01005983513795482,0.0024064524413809785
2015-06-22,0.007946303207897328,0.0038666993702341705
2015-06-23,-0.004555544158271517,0.006607005302379182
2015-06-24,0.008466172214247811,-0.008592214474780884
2015-06-25,-0.004773102457329039,-0.0011105529926772858
2015-06-26,-0.005899801069599336,-0.008802894336757567
2015-06-29,-0.017669914081419838,-0.021585147266692806
2015-06-30,0.007201156987600478,-0.002238104006300534
2015-07-01,0.009284729356874258,0.006018420387004303
2015-07-02,-0.0012643306873300043,0.007408510187968928
2015-07-06,-0.0034863894772810293,-0.003147402899854673
2015-07-07,-0.002463220646247108,0.008050029438358407
2015-07-08,-0.025136293151661028,-0.015260485336606103
2015-07-09,-0.020607336397209495,0.005431007670628207
2015-07-10,0.02638324998308942,0.02082282913052206
2015-07-13,0.019121892842757823,0.027700761936696787
2015-07-14,-0.0003980557062462454,0.021542212719975536
2015-07-15,0.00958673433405413,-0.00037661950027576566
2015-07-16,0.01323801028380684,0.03005945110414974
2015-07-17,0.008600594521081643,0.15064545250188294
2015-07-20,0.018724735993981056,-0.009738351407519831
2015-07-21,-0.010044996679673984,0.003616275384310854
2015-07-22,-0.043214887469856016,-0.0003595728366414991
2015-07-23,-0.00047943282053371103,-0.02974307911839409
2015-07-24,-0.005287074717636628,-0.030028594654391894
2015-07-27,-0.013992933854694384,0.005331161983283291
2015-07-28,0.004956197093299941,0.0021093321303285607
2015-07-29,-0.003165691276674116,0.0026794499625974358
2015-07-30,-0.005054099813338988,0.004721087766273485
2015-07-31,-0.008782111182163332,-0.01068034300783335
2015-08-03,-0.023860557234203824,0.01092117018113029
2015-08-04,-0.03260964635104234,-0.005188638009787953
2015-08-05,0.0066074523141393116,0.017998856067725052
2015-08-06,0.002174016008257024,-0.004674600755184499
2015-08-07,0.0033817036875650364,-0.008632098456703145
2015-08-10,0.035711996746953564,-0.0018831920961602912
2015-08-11,-0.053441173922988104,0.04014007608876432
2015-08-12,0.015302677509636847,0.0016935408235233744
2015-08-13,-0.000781663213971551,-0.007198931906341937
2015-08-14,0.007009711316884583,0.004157208574407112
2015-08-17,0.010295277434255476,0.006852255841420156
2015-08-18,-0.005649383288663855,-0.00778110505143007
2015-08-19,-0.01287220191069962,0.0076802666735614035
2015-08-20,-0.020733116868314416,-0.021201934674283343
2015-08-21,-0.06311366356693811,-0.05358233958688042
2015-08-24,-0.025278562786140105,-0.04107892587117173
2015-08-25,0.005994100484878251,-0.00916642895296297
2015-08-26,0.05577055962550554,0.07434594165614047
2015-08-27,0.02902138867243845,0.01238229696215206
2015-08-28,0.003271191110477639,-0.01245805917713147
2015-08-31,-0.004689316564095696,-0.018157362161543792
2015-09-01,-0.04572648579634428,-0.028591518770751136
2015-09-02,0.04199487503045696,0.024089584603808008
2015-09-03,-0.01769160302946133,-0.012262639200860502
2015-09-04,-0.010016610145802445,-0.012780458516555829
