Date,AAPL_Close,GOOGL_Close
2022-09-27,149.76731872558594,97.03607940673828
2022-09-28,147.87254333496094,99.5739517211914
2022-09-29,140.60916137695312,96.95645904541016
2022-09-30,136.38534545898438,95.19487762451172
2022-10-03,140.57955932617188,98.170654296875
2022-10-04,144.181640625,101.1563720703125
2022-10-05,144.47769165039062,100.94738006591797
2022-10-06,143.52044677734375,100.93741607666016
2022-10-07,138.25054931640625,98.21046447753906
2022-10-10,138.57623291015625,97.39436340332031
2022-10-11,137.15512084960938,96.71759796142578
2022-10-12,136.52352905273438,97.09579467773438
2022-10-13,141.11248779296875,98.5886459350586
2022-10-14,136.56300354003906,96.10054779052734
2022-10-17,140.54010009765625,99.49432373046875
2022-10-18,141.8625030517578,100.29051208496094
2022-10-19,141.97105407714844,99.15593719482422
2022-10-20,141.50723266601562,99.49432373046875
2022-10-21,145.3363037109375,100.6488037109375
2022-10-24,147.48764038085938,102.03219604492188
2022-10-25,150.33970642089844,103.98286437988281
2022-10-26,147.38897705078125,94.47830963134766
2022-10-27,142.89869689941406,91.78119659423828
2022-10-28,153.695068359375,95.83183288574219
2022-10-31,151.32656860351562,94.060302734375
2022-11-01,148.67185974121094,90.03952026367188
2022-11-02,143.12570190429688,86.55618286132812
2022-11-03,137.05645751953125,83.03302001953125
2022-11-04,136.78955078125,86.16803741455078
2022-11-07,137.32334899902344,88.06895446777344
2022-11-08,137.8966827392578,88.47699737548828
2022-11-09,133.3198699951172,86.90451049804688
2022-11-10,145.1819610595703,93.4930191040039
2022-11-11,147.97946166992188,95.9512710571289
2022-11-14,146.57574462890625,95.24463653564453
2022-11-15,148.31552124023438,97.97160339355469
2022-11-16,147.07989501953125,98.37964630126953
2022-11-17,148.9877471923828,97.89198303222656
2022-11-18,149.55116271972656,96.96640014648438
2022-11-21,146.3088836669922,95.14511108398438
2022-11-22,148.45391845703125,96.58821105957031
2022-11-23,149.33372497558594,97.99150848388672
2022-11-25,146.40771484375,96.99626922607422
2022-11-28,142.5624542236328,95.59297943115234
2022-11-29,139.54747009277344,94.73707580566406
2022-11-30,146.32862854003906,100.50946807861328
2022-12-01,146.6054229736328,100.50946807861328
