Date,AAPL_Close,GOOGL_Close
2015-01-02,24.320430755615234,26.35151481628418
2015-01-05,23.635282516479492,25.84941291809082
2015-01-06,23.637508392333984,25.21146583557129
2015-01-07,23.968961715698242,25.137319564819336
2015-01-08,24.889904022216797,25.224903106689453
2015-01-09,24.916595458984375,24.916872024536133
2015-01-12,24.30263900756836,24.7347469329834
2015-01-13,24.518415451049805,24.970617294311523
2015-01-14,24.42498207092285,25.17613410949707
2015-01-15,23.762081146240234,25.080591201782227
2015-01-16,23.57745361328125,25.40155792236328
2015-01-20,24.184734344482422,25.375680923461914
2015-01-21,24.36937141418457,25.895692825317383
2015-01-22,25.00334930419922,26.737171173095703
2015-01-23,25.132369995117188,26.96856689453125
2015-01-26,25.1590633392334,26.708309173583984
2015-01-27,24.278165817260742,25.935503005981445
2015-01-28,25.650680541992188,25.499589920043945
2015-01-29,26.449275970458984,25.539400100708008
2015-01-30,26.062217712402344,26.749610900878906
2015-02-02,26.38920783996582,26.48338508605957
2015-02-03,26.39366340637207,26.538124084472656
2015-02-04,26.596092224121094,26.17983627319336
2015-02-05,26.785919189453125,26.365449905395508
2015-02-06,26.560361862182617,26.566984176635742
2015-02-09,26.736787796020508,26.33807945251465
2015-02-10,27.250444412231445,26.879487991333008
2015-02-11,27.889162063598633,26.772005081176758
2015-02-12,28.242013931274414,27.17059898376465
2015-02-13,28.380483627319336,27.4268741607666
2015-02-17,28.5479736328125,27.12083625793457
2015-02-18,28.74673843383789,27.003398895263672
2015-02-19,28.686443328857422,27.192493438720703
2015-02-20,28.920930862426758,26.96109962463379
2015-02-23,29.702577590942383,26.622716903686523
2015-02-24,29.517223358154297,26.804351806640625
2015-02-25,28.762371063232422,27.23628807067871
2015-02-26,29.126392364501953,27.831439971923828
2015-02-27,28.688674926757812,27.99764633178711
2015-03-02,28.829364776611328,28.61419677734375
2015-03-03,28.889667510986328,28.801799774169922
2015-03-04,28.7065372467041,28.77890968322754
2015-03-05,28.230846405029297,28.93317222595215
2015-03-06,28.27328109741211,28.508699417114258
2015-03-09,28.393878936767578,28.56841468811035
2015-03-10,27.80653953552246,27.85930633544922
2015-03-11,27.299577713012695,27.65229606628418
2015-03-12,27.793134689331055,27.924991607666016
2015-03-13,27.601062774658203,27.518434524536133
2015-03-16,27.904794692993164,27.948379516601562
2015-03-17,28.371551513671875,27.747840881347656
2015-03-18,28.690902709960938,28.17330551147461
2015-03-19,28.474279403686523,28.049396514892578
2015-03-20,28.11695671081543,28.11309242248535
2015-03-23,28.409502029418945,28.13399314880371
2015-03-24,28.293386459350586,28.739599227905273
2015-03-25,27.554168701171875,28.215106964111328
2015-03-26,27.746231079101562,28.047903060913086
2015-03-27,27.525136947631836,27.744855880737305
2015-03-30,28.221923828125,27.923500061035156
2015-03-31,27.78866195678711,27.603031158447266
2015-04-01,27.748464584350586,27.34377098083496
2015-04-02,27.987424850463867,26.936717987060547
2015-04-06,28.440780639648438,27.06808853149414
2015-04-07,28.14151954650879,27.113372802734375
2015-04-08,28.04995346069336,27.311424255371094
